Type,title,Price VND,Price USD,Area (m2),Width,Length,bedrooms,bathrooms,district,price,,
House,Bán Nhà Hẻm Ô Tô - Hoàng Hoa Thám - Quận Bình Thạnh - 60m2 - 4Tầng - Chỉ Nhỉnh 11Tỷ .,11800000000,"472,000",60,4,15,4,4,Quan Binh Thanh,7866.67,,
House,34M2 - 4 TẦNG - TẶNG NỘI THẤT - HẺM 4M - AN NINH - CHỈ NHỈNH 6 Tỏi,6700000000,"268,000",34.1,3.1,11,5,5,Quan Binh Thanh,7859.24,,
House,34M2 - 4 TẦNG - TẶNG NỘI THẤT - HẺM 4M - AN NINH - CHỈ NHỈNH 6 Tỏi,6700000000,"268,000",34.1,3.1,11,5,5,Quan Binh Thanh,7859.24,,
House,"Bán nhà riêng 4*14 2 tầng Hưng Phú dòng tiền thuê phường 9 Q8 giá chỉ 10,8 tỷ",10800000000,"432,000",55,4,14,2,2,Quan 8,7854.55,,
House,"Nhà 2 tầng MT Âu Dương Lân P2Q8. Giá 11,9 tỷ TL",11900000000,"476,000",61,3.7,16.5,2,2,Quan 8,7803.28,,
House,"Nhà 2 tầng MT Âu Dương Lân P2Q8. Giá 11,9 tỷ TL",11900000000,"476,000",61,3.7,16.5,2,2,Quan 8,7803.28,,
House,"Nhà 2 tầng MT Âu Dương Lân P2Q8. Giá 11,9 tỷ TL",11900000000,"476,000",61,3.7,16.5,2,2,Quan 8,7803.28,,
House,"Nhà 2 tầng MT Âu Dương Lân P2Q8. Giá 11,9 tỷ TL",11900000000,"476,000",61,3.7,16.5,2,2,Quan 8,7803.28,,
House,"Nhà 2 tầng MT Âu Dương Lân P2Q8. Giá 11,9 tỷ TL",11900000000,"476,000",61,3.7,16.5,2,2,Quan 8,7803.28,,
House,"Nhà 2 tầng MT Âu Dương Lân P2Q8. Giá 11,9 tỷ TL",11900000000,"476,000",61,3.7,16.5,2,2,Quan 8,7803.28,,
House,Ngộp bank gấp bán nhà 4 Tầng Phú Nhuận-HXH thông-3.5x7-Hoàn công đủ-4 Tỳ28,4280000000,"171,200",22,3.5,7,2,3,Quan Phu Nhuan,7781.82,,
Villa,"BÁN BIỆT THỰ LÔ GÓC, Đ SỐ P. TÂN QUY QUẬN 7 NGANG 8.2M DÀI 22M CHỈ 35 TỶ",35000000000,"1,400,000",180,8.2,22,5,5,Quan 7,7777.78,,
House,"BÁN NHÀ TÔ HIẾN THÀNH QUẬN 10, 44 M2, 5 TẦNG, 6 PHÒNG NGỦ - GIÁ NHỈNH 8 TỶ",8500000000,"340,000",44,5.8,75,6,7,Quan 10,7727.27,,
House,Đường  Lý Thái Tổ Phường 9 Quận 10 Nhà Xây Mới,7700000000,"308,000",40,4,10,3,3,Quan 10,7700,,
House,Siêu phẩm nhà đẹp - hẻm xe hơi - Gò Vấp Full nội thất cao cấp,10000000000,"400,000",52,4,13,4,4,Quan Go Vap,7692.31,,
House,Siêu phẩm nhà đẹp - hẻm xe hơi - Gò Vấp Full nội thất cao cấp,10000000000,"400,000",52,4,13,4,4,Quan Go Vap,7692.31,,
House,Siêu phẩm nhà đẹp - hẻm xe hơi - Gò Vấp Full nội thất cao cấp,10000000000,"400,000",52,4,13,4,4,Quan Go Vap,7692.31,,
House,Siêu phẩm nhà đẹp - hẻm xe hơi - Gò Vấp Full nội thất cao cấp,10000000000,"400,000",52,4,13,4,4,Quan Go Vap,7692.31,,
House,Siêu phẩm nhà đẹp - hẻm xe hơi - Gò Vấp Full nội thất cao cấp,10000000000,"400,000",52,4,13,4,4,Quan Go Vap,7692.31,,
House,"Nhà mới 5 Tầng có Thang Máy, Nôi Thất CC. Đ. Nguyễn Văn Khối, Phường 11, Gò Vấp.",12300000000,"492,000",64,4,16,4,6,Quan Go Vap,7687.5,,
House,"BÁN NHÀ 4 TẦNG MT Đ SỐ KDC AN PHÚ HƯNG P. TÂN PHONG QUẬN 7 4M×18M, 13.8 TỶ",13800000000,"552,000",72,4,18,4,4,Quan 7,7666.67,,
House,"Bán nhà 4 Tầng, 3 MT đường Phạm Ngũ Lão Quận 1",4200000000,"168,000",22,3.2,7.5,3,3,Quan 1,7636.36,,
House,"NHÀ BÁN GẦN MẶT TIỀN 6 PN, 6WC
THỐNG NHẤT - PHƯỜNG 11 - GÒ VẤP",12000000000,"480,000",63,4,14,6,6,Quan Go Vap,7619.05,,
House,"Bán nhà mặt tiền 4.5*28 Huỳnh Tấn phát 3 tầng 4pn phường Tân Phú Quận 7 giá chỉ 24 tỷ 



Bán",24000000000,"960,000",126,4.5,28,8,1,Quan 7,7619.05,,
House,"Bán nhà mặt tiền 4.5*28 Huỳnh Tấn phát 3 tầng 4pn phường Tân Phú Quận 7 giá chỉ 24 tỷ 



Bán",24000000000,"960,000",126,4.5,28,8,1,Quan 7,7619.05,,
House,"BÁN NHÀ HẺM XE HƠI - LÊ QUANG ĐỊNH, BÌNH THẠNH - 42M² - 5PN 6WC - GIÁ CHỈ 7.9 TỶ TL",7900000000,"316,000",42,3.6,12,5,6,Quan Binh Thanh,7523.81,,
House,"Bán nhà Tân Bình- Thân nhân Trung, 3 tầng( 3.6*8), mặt tiền hèm 8m, dòng tiền 25tr, 4.7Tỷ",4700000000,"188,000",25,3.6,8,3,3,Quan Tan Binh,7520,,
Apartment,CĂN HỘ DỊCH VỤ HẺM Ô TÔ NƠ TRANG LONG - GÀ ĐẺ TRỨNG VÀNG 4 TỶ/NĂM - 38 PHÒNG - 6 TẦNG x 282M2 GIẢM,53000000000,"2,120,000",282,12,20,3,3,Quan Binh Thanh,7517.73,,
House,Bán nhà riêng 48m2 4 tầng 4 pn quận 8 giá chỉ 9 tỷ  Nguyễn Thị Tần phường 2,9000000000,"360,000",48,4,12,4,5,Quan 8,7500,,
House,Bán nhà riêng  Nguyễn Thị Tần phường 2 48m2 4 tầng 4 pn quận 8 giá chỉ 9 tỷ,9000000000,"360,000",48,4,12,4,5,Quan 8,7500,,
House,Bán nhà riêng 48m2 4 tầng 4 pn Nguyễn Thị Tần phường 2 quận 8 giá chỉ 9 tỷ,9000000000,"360,000",48,4,12,4,5,Quan 8,7500,,
House,Bán nhà đường số 43 KDC An Phú Hưng Quận 7 giá 13.5 tỷ sổ hồng,13500000000,"540,000",72,4,18,4,4,Quan 7,7500,,
House,HIẾM - ĐỘC - Ô TÔ NGỦ NHÀ - 5 TẦNG MỚI -KHU VĂN MINH - BÀU CÁT TÂN BÌNH - CHỈ 12 TỎI,12300000000,"492,000",66,4,165,6,6,Quan Tan Binh,7454.55,,
House,"Bán nhà mặt phố tại Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, TP HCM giá 19 tỷ",19000000000,"760,000",102,4,30,8,8,Quan 12,7450.98,,
House,"Bán nhà mặt tiền kinh doanh đa ngành nghề, sát bên Nguyễn Oanh, Gò Vấp, giá 19 tỷ TL",19000000000,"760,000",102,4,23,8,9,Quan 12,7450.98,,
House,Đường Trường Sa Phường 15 Quận Bình Thạnh Nhà Đẹp Ở Ngay.,9300000000,"372,000",50,3.8,12,7,7,Quan Binh Thanh,7440,,
House,"Bán nhà riêng 35m2 3 tầng 4 pn BTCT Nguyễn Duy Phường 10 quận 8 giá chỉ 6,5 tỷ",6500000000,"260,000",35,3.3,12,4,3,Quan 8,7428.57,,
House,"Bán nhà riêng Nguyễn Duy 35m2 3 tầng 4 pn BTCT Phường 10 quận 8 giá chỉ 6,5 tỷ",6500000000,"260,000",35,3.3,12,4,3,Quan 8,7428.57,,
House,LÊN SÓNG SIÊU PHẨM CHÂN DÀI HẺM 1 TRỤC - NGUYỄN VĂN KHỐI - P8 - GÒ VẤP,11500000000,"460,000",62,4,16,4,5,Quan Go Vap,7419.35,,
House,BÁN NHÀ QUẬN 10 – SIÊU PHẨM LUNG LINH – NHÀ XINH ĐÓN TẾT,7000000000,"280,000",38,4,9.8,3,3,Quan 10,7368.42,,
House,Bán Nhà 4 Tầng LÝ THÁI TỔ NGANG 4m Q10 - NHỈNH 7 Tỷ! Tặng Nội Thất!,7000000000,"280,000",38,4,9.5,3,3,Quan 10,7368.42,,
House,BÁN NHÀ ĐƯỜNG 36 TÂN QUY QUẬN 7 - 5 TẦNG - 11TY9,12500000000,"500,000",68,4,17,4,5,Quan 7,7352.94,,
House,Hẻm Ôtô Đường 3 Tháng Quận 10 Phường 11.,5500000000,"220,000",30,3.2,9.5,2,2,Quan 10,7333.33,,
House,"Nhà Nguyễn Thượng Hiền, Phường 5 Quận Phú Nhuận, Chỉ 6.6 tỷ",6600000000,"264,000",36,6,9,3,3,Quan Phu Nhuan,7333.33,,
Apartment,Căn Góc HXH Phú Nhuận 4 Tầng BTCT - 60m2 - Hoàn Công Đủ,11000000000,"440,000",60,4.4,14,5,4,Quan Phu Nhuan,7333.33,,
Land,MẶT TIỀN NGUYỄN KIỆM - KINH DOANH ĐỈNH - 70M2 - NHỈNH 12 TỶ,12800000000,"512,000",70,4.4,16,2,3,Quan Phu Nhuan,7314.29,,
House,"Bán gấp nhà  2 mặt tiền đường Kha Vạn Cân Thủ Đức nhà cấp 4  thuận tiện xây mới 96m2, 17,5 tỷ,",17500000000,"700,000",96,6.5,16.5,2,1,Thanh pho Thu Đuc,7291.67,,
House,"--Bán nhà phường 13 Tân Bình, hẻm 30 Nhất Chi Mai; 4x13; 3 lầu, hẻm 6m",9469000000,"378,760",52,4,13,5,5,Quan Tan Binh,7283.85,,
House,Q7 KDC VEN SÔNG P. TÂN PHONG BIỆT THỰ 7x18M KHU VỰC HIẾM CĂN BÁN 22.xT,22900000000,"916,000",126,7,18,5,6,Quan 7,7269.84,,
House,"Góc hai mặt hẻm Tô Hiến Thành Quận 10, 4x13, nhà mới 5 tầng kiên cố chỉ 8.9 tỷ",8900000000,"356,000",49,4,13,3,3,Quan 10,7265.31,,
House,"Bán Nhà Hẻm THÔNG Xe Hơi đường Cửu Long,Q.Tân Bình,DT:9mx13m,KC: 2 lầu Giá:21 tỷ.",21000000000,"840,000",117,9,13,3,4,Quan Tan Binh,7179.49,,
House,NHÀ ĐẸP 4 TẦNG - HXH VÔ NHÀ - Đ. HUỲNH VĂN BÁNH - 63M2 NHỈNH 11 TỶ,11300000000,"452,000",63,4.2,18,4,5,Quan Phu Nhuan,7174.6,,
House,NHÀ ĐẸP 4 TẦNG - HXH VÔ NHÀ - Đ. HUỲNH VĂN BÁNH - 63M2 NHỈNH 11 TỶ,11300000000,"452,000",63,4.2,18,4,5,Quan Phu Nhuan,7174.6,,
House,Nhà CHDV dòng tiền khai thác tốt đang full khách P1 gò Vấp,10000000000,"400,000",55.9,4.3,13,1,1,Quan Go Vap,7155.64,,
House,Nhà CHDV dòng tiền khai thác tốt đang full khách P1 gò Vấp,10000000000,"400,000",55.9,4.3,13,7,7,Quan Go Vap,7155.64,,
House,Nhà CHDV dòng tiền khai thác tốt đang full khách P1 gò Vấp,10000000000,"400,000",55.9,4.3,13,7,7,Quan Go Vap,7155.64,,
House,Nhà CHDV dòng tiền khai thác tốt đang full khách P1 gò Vấp,10000000000,"400,000",55.9,4.3,13,7,7,Quan Go Vap,7155.64,,
House,Nhà CHDV dòng tiền khai thác tốt đang full khách P1 gò Vấp,10000000000,"400,000",55.9,4.3,13,7,7,Quan Go Vap,7155.64,,
House,"SIÊU PHẨM - MẶT TIỀN KINH DOANH HUỲNH THỊ ĐỒNG, THỊ TRẤN NHÀ BÈ - 5 TẦNG MỚI KENG - 70M2 - CHỈ:",12500000000,"500,000",70,4,17.5,4,6,Huyen Nha Be,7142.86,,
House,"Ngay chợ Hòa Hưng Quận 10, 4x17, 6 tầng, dòng tiền 30tr/th chỉ 13.2 tỷ 0334586849",13200000000,"528,000",74,4,17,1,1,Quan 10,7135.14,,
House,Mặt Tìền Tôn Thất Thuyết Quận 4 Phường 3.,15500000000,"620,000",87,3.8,23,4,4,Quan 4,7126.44,,
House,Đường Hoàng Hoa Thám Quận Bình Thạnh Phường 6.,8900000000,"356,000",50,4.8,10,6,6,Quan Binh Thanh,7120,,
House,Bán nhà riêng 4.1*29 Nguyễn Thị Thập phường Phú Thuận quận 7 giá chỉ 21 tỷ,21000000000,"840,000",118,4.1,29,3,4,Quan 7,7118.64,,
House,Bán nhà riêng 4.1*29 Nguyễn Thị Thập phường Phú Thuận quận 7 giá chỉ 21 tỷ,21000000000,"840,000",118,4.1,29,3,4,Quan 7,7118.64,,
House,Bán nhà riêng 4.1*29 Nguyễn Thị Thập phường Phú Thuận quận 7 giá chỉ 21 tỷ,21000000000,"840,000",118,4.1,29,3,4,Quan 7,7118.64,,
House,"38m2! Bán nhà 4 tầng Huỳnh Văn Bánh, P17. Gần Nguyễn Văn Trỗi, Phùng Văn Cung, giáp Q1. 0938.159985",6700000000,"268,000",38,5,7.6,4,5,Quan Phu Nhuan,7052.63,,
House,Bán nhà mặt tiền Mai Văn Vĩnh 5*25 phường Tân Quy quận 7 giá chỉ 22 tỷ,22000000000,"880,000",125,5,25,6,7,Quan 7,7040,,
House,Bán nhà mặt tiền Mai Văn Vĩnh 5*25 phường Tân Quy quận 7 giá chỉ 22 tỷ,22000000000,"880,000",125,5,25,6,7,Quan 7,7040,,
House,Bán nhà mặt tiền Mai Văn Vĩnh 5*25 phường Tân Quy quận 7 giá chỉ 22 tỷ,22000000000,"880,000",125,5,25,6,7,Quan 7,7040,,
House,"Bán nhà mặt tiền Trịnh Đình Trọng,Phú Trung, Tân Phú, 4m x 16.5m, 4 tầng hoàn công đủ, 11.6 tỷ",11600000000,"464,000",66,4,16.5,4,4,Quan Tan Phu,7030.3,,
House,SIÊU PHẨM NHÀ CŨ - 40M2 - 2 TẦNG - HẺM 7M THÔNG  - TRẦN BÌNH TRỌNG - Q10 - 3M4 NỞ HẬU ĐẸP - TIỆN,7000000000,"280,000",40,3.4,12,2,2,Quan 10,7000,,
House,SIÊU PHẨM NHÀ CŨ - 40M2 - 2 TẦNG - HẺM 7M THÔNG  - TRẦN BÌNH TRỌNG - Q10 - 3M4 NỞ HẬU ĐẸP - TIỆN,7000000000,"280,000",40,3.4,12,2,2,Quan 10,7000,,
House,Đường Nguyễn Kiệm Đối Diện Bệnh Viện 175 Quận Gò Vấp.,14000000000,"560,000",80,4.1,19.5,1,1,Quan Go Vap,7000,,
House,Bán nhà Hoà Hưng P13 Quận 10 - Xe hơi đến nhà - 43m2 - 7.5 tỷ,7500000000,"300,000",43,3.3,15,2,2,Quan 10,6976.74,,
House,[MẶT TIỀN ĐƯỜNG SỐ - P. TÂN QUY] - NHÀ 5 TẦNG - 4x17m - KHU DÂN CƯ SẦM UẤT - QUẬN 7,11800000000,"472,000",68,4,17,4,5,Quan 7,6941.18,,
Villa,"Bán biệt thự mini 52m2 , giá chỉ nhỉnh 9 tỷ quận 7",9000000000,"360,000",52,52,10,8,8,Quan 7,6923.08,,
House,BÁN NHÀ PHÚ NHUẬN OTO VÀO NHÀ 70M2 5 TẦNG NGANG 5.5M 7 PN HẺM THÔNG KD CHDV NGUYỄN ĐÌNH CHÍNH 12.1,12100000000,"484,000",70,5.5,15,7,7,Quan Phu Nhuan,6914.29,,
House,BÁN NHÀ PHÚ NHUẬN OTO VÀO NHÀ 70M2 5 TẦNG NGANG 5.5M 7 PN HẺM THÔNG KD CHDV NGUYỄN ĐÌNH CHÍNH 12.1,12100000000,"484,000",70,5.5,15,7,7,Quan Phu Nhuan,6914.29,,
House,+1 BÁN NHÀ GẦN KHU PHAN XÍCH LONG - 2 PN - HXH SÁT - KHÔNG QH - DÂN TRÍ - HOÀN CÔNG,3450000000,"138,000",20,4,5,2,3,Quan Phu Nhuan,6900,,
House,+1 BÁN NHÀ GẦN KHU PHAN XÍCH LONG - 2 PN - HXH SÁT - KHÔNG QH - DÂN TRÍ - HOÀN CÔNG,3450000000,"138,000",20,4,5,2,3,Quan Phu Nhuan,6900,,
House,"Giảm 200tr còn 8.9 tỷ.,
HẺM XE HƠI 7 CHỖ VÀO NHÀ - SỔ VUÔNG -
- NỘI THẤT CAO CẤP - 5 TẦNG",8900000000,"356,000",52,4,13,4,3,Quan Tan Binh,6846.15,,
House,"Bán Nhà Hẻm 6m Đường Ba Vân,Tân Bình,DT 4 x12m, 3 Tầng, 4 PN.",8200000000,"328,000",48,4,12,4,4,Quan Tan Binh,6833.33,,
House,N68 - Nhà Hẻm 347/ HUỲNH VĂN BÁNH - 81M2 - 4 TẦNG BTCT  - Ngang 5m - NỞ HẬU TÀI LỘC. 14 tỷ 5,14500000000,"580,000",85,5,20,6,6,Quan Phu Nhuan,6823.53,,
House,[KHU DÂN CƯ PHÂN LÔ] - NHÀ 4 TẦNG - NỘI THẤT LUNG LINH - Ô TÔ 7 CHỖ ĐỖ CỬA - ĐƯỜNG SỐ 2 - PHÚ MỸ -,8500000000,"340,000",50,4.2,12,4,5,Quan 7,6800,,
House,Nhà đường nội bộ 6m Bông Sao P5Q8 oto trong nhà,9150000000,"366,000",54,3.8,13.5,6,5,Quan 8,6777.78,,
House,Nhà đường nội bộ 6m Bông Sao P5Q8 oto trong nhà,9150000000,"366,000",54,3.8,13.5,6,5,Quan 8,6777.78,,
House,Bán nhà Hoàng Quốc Việt 65m2 5 tầng phường Phú Thuận quận 7 giá chỉ 11 tỷ,11000000000,"440,000",65,5,13,5,6,Quan 7,6769.23,,
House,Bán nhà Hoàng Quốc Việt 65m2 5 tầng phường Phú Thuận quận 7 giá chỉ 11 tỷ,11000000000,"440,000",65,5,13,5,6,Quan 7,6769.23,,
House,Siêu Phẩm Đường Phan Huy Ích Phường 12 Quận Gò Vấp.,7600000000,"304,000",45,5,10,4,4,Quan Go Vap,6755.56,,
House,"Giảm 300tr nhà HXH 6m Lạc Long Quân, 35m2, 3 tầng BTCT, Hoàn Công Đủ chỉ còn 5.9 tỷ tại quận 11",5900000000,"236,000",35,3.5,10,3,3,Quan 11,6742.86,,
House,"Bán nhà Tân Bình- Ngô Bệ, Sát Cộng Hòa, nhà 4 tầng, hẻm xe hơi, 4*14m, vị trí trung tâm, 9.1TỶ",9100000000,"364,000",54,4,4,5,5,Quan Tan Binh,6740.74,,
House,"💚3PN,4 TẦNG, BÁN NHÀ NGAY NGUYỄN KIỆM, P3 GÒ VẤP, GIÁ NHỈNH 2 TỶ",2680000000,"107,200",16,4,4,3,2,Quan Go Vap,6700,,
House,"NHÀ MẶT PHỐ, XÂY MỚI - ĐƯỜNG SỐ 27, P.6, GÒ VẤP .  Đường xe tải 8m chạy thoải mái, ngay chợ An Nhơn",7550000000,"302,000",45.1,4.1,11,3,4,Quan Go Vap,6696.23,,
House,✅🔥 100m2 - 6 Tầng - Điện Biên Phủ - Sổ Vuông - Giá Tốt Đầu Tư,17000000000,"680,000",101.75,5.5,18.5,9,9,Quan Binh Thanh,6683.05,,
House,"XE HƠI ĐẬU CỬA - SỔ VUÔNG A4, NHỎ XINH, LUNG LINH DỄ CHỐT.",4000000000,"160,000",24,3,8,2,2,Quan Go Vap,6666.67,,
House,"XE HƠI ĐẬU CỬA - SỔ VUÔNG A4, NHỎ XINH, LUNG LINH DỄ CHỐT.",4000000000,"160,000",24,3,8,2,2,Quan Go Vap,6666.67,,
House,"XE HƠI ĐẬU CỬA - SỔ VUÔNG A4, NHỎ XINH, LUNG LINH DỄ CHỐT.",4000000000,"160,000",24,3,8,2,2,Quan Go Vap,6666.67,,
House,"XE HƠI ĐẬU CỬA - SỔ VUÔNG A4, NHỎ XINH, LUNG LINH DỄ CHỐT.",4000000000,"160,000",24,3,8,2,2,Quan Go Vap,6666.67,,
House,"XE HƠI ĐẬU CỬA - SỔ VUÔNG A4, NHỎ XINH, LUNG LINH DỄ CHỐT.",4000000000,"160,000",24,3,8,2,2,Quan Go Vap,6666.67,,
House,Nhà đẹp khu Phan xích Long khu vip của Phú Nhuận giá cực ưu đãi,5500000000,"220,000",33,3,11,3,3,Quan Phu Nhuan,6666.67,,
House,Nhà đẹp khu Phan xích Long khu vip của Phú Nhuận giá cực ưu đãi,5500000000,"220,000",33,3,11,3,3,Quan Phu Nhuan,6666.67,,
House,Nhà đẹp khu Phan xích Long khu vip của Phú Nhuận giá cực ưu đãi,5500000000,"220,000",33,3,11,3,3,Quan Phu Nhuan,6666.67,,
House,Nhà đẹp khu Phan xích Long khu vip của Phú Nhuận giá cực ưu đãi,5500000000,"220,000",33,3,11,3,3,Quan Phu Nhuan,6666.67,,
House,Nhà đẹp khu Phan xích Long khu vip của Phú Nhuận giá cực ưu đãi,5500000000,"220,000",33,3,11,3,3,Quan Phu Nhuan,6666.67,,
House,"Vị trí đẹp, hẻm 266 đường Tô Hiến Thành, 3x18, 2 tầng, sổ riêng, dòng tiền 15tr/th chỉ 9 tỷ.",9000000000,"360,000",54,3,18,2,2,Quan 10,6666.67,,
House,NHÀ 4 TẦNG BTCT - HẺM XE TẢI 8M - VỊ TRÍ KINH DOANH SẦM UẤT - SỔ VUÔNG CHÍNH CHỦ,10000000000,"400,000",60,4,15,4,3,Quan Tan Binh,6666.67,,
House,"Bán nhà mặt tiền 90m2 giá chỉ nhỉnh 15 tỷ, quận 7 tphcm",15000000000,"600,000",90,50,18,4,5,Quan 7,6666.67,,
House,Bán nhà mặt tiền 4*30 Lê Văn Lương 2 tầng Tân Phong Quận 7 giá chỉ 20 tỷ,20000000000,"800,000",120,4,30,3,3,Quan 7,6666.67,,
House,Bán nhà mặt tiền 4*30 Lê Văn Lương 2 tầng phường Tân Phong Quận 7 giá chỉ 20 tỷ,20000000000,"800,000",120,4,30,3,3,Quan 7,6666.67,,
House,"SIÊU HOT Q2- NHÀ 3 TẦNG- HẺM OTO NGAY TRUNG TÂM QUẬN 2 - CÁCH NGUYỄN THỊ ĐỊNH, NGUYỄN DUY TRINH,",8300000000,"332,000",50,5,10.08,4,4,Quan 2,6640,,
Apartment,"GẤP!!! Hẻm 6m thông, Cách Mạng Tháng 8, Phường 5, Tân Bình. Chỉ 6.3 tỷ",6300000000,"252,000",38,3.6,13,2,2,Quan Tan Binh,6631.58,,
House,Giảm hơn 1 tỷ BÁN GẤP nhà HXH Phan Văn Trị 84m2 ngang 5m 4 lầu gần chợ Căn Cứ 13.X tỷ.,13900000000,"556,000",84,5,17,5,5,Quan Go Vap,6619.05,,
House,Giảm hơn 1 tỷ BÁN GẤP nhà HXH Phan Văn Trị 84m2 ngang 5m 4 lầu gần chợ Căn Cứ 13.X tỷ.,13900000000,"556,000",84,5,17,5,5,Quan Go Vap,6619.05,,
House,Nhả hẻm xe hơi Nguyễn Duy Dương Quận 10 thu nhập từ cho thuê 45-50 tr giá kẹt tiền chỉ 9.9 tỉ,9900000000,"396,000",60,4.3,14,9,9,Quan 10,6600,,
House,"Bán nhà HXH 12m Ni Sư Huỳnh Liên - ngay Bàu Cát - Đồng Đen, 5x20m, 5T - 5PN, 16.5 tỷ.",16500000000,"660,000",100,5,20,5,5,Quan Tan Binh,6600,,
House,💥NHÀ MẶT TIỀN TÂN THUẬN NAM. PHÚ THUẬN  Diện tích:100m2. Mặt tiền:5m. 4 Tầng 💰Giá:16.5 tỷ,16500000000,"660,000",100,5,20,4,3,Quan 7,6600,,
House,CHDV 6 TẦNG - HXH - XÔ VIẾT NGHỆ TĨNH - BÌNH THẠNH -  DÒNG TIỀN 70TR/THÁNG,16000000000,"640,000",97,4.6,21,1,1,Quan Binh Thanh,6597.94,,
House,+1 BÁN NHÀ HOÀNG HOA THÁM - 4 TẦNG - 3PN - NT FULL - HXH SÁT - HOÀN CÔNG,5250000000,"210,000",32,4,8,3,4,Quan Binh Thanh,6562.5,,
House,+1 BÁN NHÀ PHAN VĂN TRỊ - 3 TẦNG -2PN - HXH 1 CĂN- NHỈNH 2 TỶ,2450000000,"98,000",15,3,5,2,3,Quan Binh Thanh,6533.33,,
House,"Vị trí đẹp Quận 10, đường Tô Hiến Thành, 3×20, 3 tầng, dòng tiền 35 triệu/tháng chỉ 9.8 tỷ",9800000000,"392,000",60,3,20,3,3,Quan 10,6533.33,,
House,"Nhà Hẻm 5m, Thống Nhất, Phương 16 Gò Vấp, Khu Dân Trí Cao",7990000000,"319,600",49,4,14,4,5,Quan Go Vap,6522.45,,
Land,"Mặt tiền kinh doanh CMT8 Quận 10, 3.5x29, 4 tầng, dòng tiền 40tr/th, chỉ 14 tỷ.",14000000000,"560,000",86,3.5,29,5,5,Quan 10,6511.63,,
House,"Nhà giá rẻ đẹp Gò Vấp
NHÀ PHỐ ĐẸP KHU ĐỒNG BỘ ĐƯỜNG NGUYỄN DUY CUNG - PHƯỜNG 12 - GÒ VẤP",7650000000,"306,000",47,4,11,4,6,Quan Go Vap,6510.64,,
House,"Nhà giá rẻ đẹp Gò Vấp
NHÀ PHỐ ĐẸP KHU ĐỒNG BỘ ĐƯỜNG NGUYỄN DUY CUNG - PHƯỜNG 12 - GÒ VẤP",7650000000,"306,000",47,4,11,4,6,Quan Go Vap,6510.64,,
House,"BÁN NHÀ TRONG NGÕ TRẦN XUÂN SOẠN, TÂN HƯNG, QUẬN 7 - 24M2, 3 TẦNG, 3,9 TỶ - SỔ HỒNG",3900000000,"156,000",24,3,8,2,3,Quan 7,6500,,
House,+1 BÁN NHÀ NGUYỄN GIA TRÍ - GẦN HUTECH - 40M2- 4 PN- HXH - 6.X,6500000000,"260,000",40,3,13,4,4,Quan Binh Thanh,6500,,
House,"Bán CHDV góc 2 mặt tiền, hẻm 4m, DTSD 160m2, doanh thu 1,5 tỷ năm.",26000000000,"1,040,000",160,6,25,2,2,Quan Go Vap,6500,,
House,"CHDV 2 mặt tiền, 23 PN 24WC, doanh thu 140tr tháng, phường 6, Gò Vấp",26000000000,"1,040,000",160,6,25,2,2,Quan Go Vap,6500,,
House,"CHDV vị trí góc 2 mặt tiền, đang có doanh thu 1,5 năm, phường 6, Gò Vấp.",26000000000,"1,040,000",160,6,25,2,2,Quan Go Vap,6500,,
House,"Nhà mới Full Nội Thất , Hẻm 3m thông , Hoàng Hoa Thám, P.7 , Bình Thạnh.",5250000000,"210,000",32.4,3.6,9,3,3,Quan Phu Nhuan,6481.48,,
House,"Nhà mới Full Nội Thất , Hẻm 3m thông , Hoàng Hoa Thám, P.7 , Bình Thạnh.",5250000000,"210,000",32.4,3.6,9,3,3,Quan Phu Nhuan,6481.48,,
House,"Nhà đẹp HXH đường Lý Thường Kiệt, Q10, giá 12,8 tỷ TL 5x15m 4 tầng, đối diện sân vận động Phú Thọ",12800000000,"512,000",79,5,16,5,5,Quan 10,6481.01,,
House,"Nhà đẹp 3 tầng kiên cố, đường Hòa Hưng Quận 10, ngang 6.5m hiếm, nội thất xịn chỉ 8.9 tỷ",8900000000,"356,000",55,6.5,8,3,3,Quan 10,6472.73,,
House,HẺM XE TẢI THÔNG - ĐANG KINH DOANH - NHÀ MỚI Ở NGAY - HOÀN CÔNG ĐỦ - SÁT MẶT TIỀN,11000000000,"440,000",68,4,17,3,4,Quan 7,6470.59,,
House,Khu Vực Hiếm Nhà Bán Đường Nghĩa Hòa Phường 6 Quận Tân Bình.,7600000000,"304,000",47,3.4,14,4,4,Quan Tan Binh,6468.09,,
House,🔥CĂN NHÀ 3 PN TÂN PHÚ - 4 TỶ - SỔ ĐỎ - AN CƯ LÝ TƯỞNG TẾT NÀY!,4450000000,"178,000",27.54,3.4,8.1,3,2,Quan Tan Phu,6463.33,,
House,"Bán nhà riêng 5*13 nhà 5 tầng 5pn Phú Thuận Quận 7 sát Huỳnh Tấn Phát giá chỉ 10,5 tỷ",10500000000,"420,000",65,5,13,5,4,Quan 7,6461.54,,
House,"Bán nhà riêng 5*13 nhà 5 tầng 5pn Phú Thuận Quận 7 sát Huỳnh Tấn Phát giá chỉ 10,5 tỷ",10500000000,"420,000",65,5,13,5,4,Quan 7,6461.54,,
